"Address","Content","Status Code","Status","Crawl Depth","Inlinks"
"https://www.facebook.com/photo.php?fbid=10152483666338917&set=a.390936358916.172981.103926003916&type=1&theater","text/html; charset=""utf-8""","200","OK","3","0"
"http://canada.justice.gc.ca/en/laws/P-21/","","307","HSTS Policy","3","0"
"https://twitter.com/rcmpgrcpolice/status/481889580187385856","text/html;charset=utf-8","200","OK","3","0"
"http://www.bac-lac.gc.ca/eng/Pages/home.aspx","","307","HSTS Policy","3","0"
"http://www.bac-lac.gc.ca/eng/discover/genealogy/Pages/introduction.aspx","","307","HSTS Policy","3","0"
"http://www.bac-lac.gc.ca/eng/discover/nwmp-personnel-records/Pages/north-west-mounted-police.aspx","","307","HSTS Policy","3","0"
"http://www.facebook.com/rcmppei","","307","HSTS Policy","3","0"
"https://twitter.com/rcmpgrcpolice/status/482252319799918592","text/html;charset=utf-8","200","OK","3","0"
"https://twitter.com/rcmpgrcpolice/status/482523756276224001","text/html;charset=utf-8","200","OK","3","0"
"https://twitter.com/rcmpgrcpolice/status/481165095075328000","text/html;charset=utf-8","200","OK","3","0"
"http://www.twitter.com/rcmppei","","301","Moved Permanently","3","0"
"https://www.facebook.com/rcmpgrc?ref_type=bookmark#!/photo.php?fbid=10152491171928917&set=a.390936358916.172981.103926003916&type=1&theater","text/html; charset=""utf-8""","200","OK","3","0"
"https://www.priv.gc.ca/index_e.asp","text/html; charset=UTF-8","301","Moved Permanently","3","0"
"https://www.facebook.com/rcmpgrc#!/photo.php?fbid=10152492668013917&set=a.390936358916.172981.103926003916&type=1&theater","text/html; charset=""utf-8""","200","OK","3","0"
"https://twitter.com/rcmpgrcpolice/status/481527819609321473","text/html;charset=utf-8","200","OK","3","0"
"https://twitter.com/en/privacy","text/html","200","OK","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/O-3.01/","text/html","200","OK","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/f-11/","text/html","200","OK","3","0"
"https://www.tbs-sct.gc.ca/pol/doc-eng.aspx?section=text&id=26761","text/html; charset=utf-8","301","Moved Permanently","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/O-3.01/index.html","text/html","200","OK","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/C-42/index.html","text/html","200","OK","3","0"
"http://www.peicrimestoppers.com/","text/html; charset=iso-8859-1","301","Moved Permanently","3","0"
"https://www.infosource.gc.ca/emp/emp03-eng.asp","","302","Moved Temporarily","3","0"
"https://laws.justice.gc.ca/eng/regulations/SOR-92-48/index.html","text/html","200","OK","3","0"
